PejaajaId,Kierros,Varat,Tarjous,KierrosVoitto,VoitetutProjektit,KierroksiaJäljellä
2,16,10000.0,0.0,false,0,10
3,16,10000.0,1001.0,false,0,-6
1,1,10001.0,1001.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1001.0,false,0,9
1,2,10002.0,1001.0,true,2,8
2,2,10000.0,0.0,false,0,10
3,2,10000.0,1001.0,false,0,8
1,3,10003.0,1001.0,true,3,7
2,3,10000.0,0.0,false,0,10
3,3,10000.0,1001.0,false,0,7
1,4,10004.0,1001.0,true,4,6
2,4,10000.0,0.0,false,0,10
3,4,10000.0,1001.0,false,0,6
1,5,10005.0,1001.0,true,5,5
2,5,10000.0,0.0,false,0,10
3,5,10000.0,1001.0,false,0,5
1,6,10006.0,1001.0,true,6,4
2,6,10000.0,0.0,false,0,10
3,6,10000.0,1001.0,false,0,4
1,7,10007.0,1001.0,true,7,3
2,7,10000.0,0.0,false,0,10
3,7,10000.0,1001.0,false,0,3
1,8,10008.0,1001.0,true,8,2
2,8,10000.0,0.0,false,0,10
3,8,10000.0,1001.0,false,0,2
1,9,10009.0,1001.0,true,9,1
2,9,10000.0,0.0,false,0,10
3,9,10000.0,1001.0,false,0,1
1,10,10010.0,1001.0,true,10,0
2,10,10000.0,0.0,false,0,10
3,10,10000.0,1001.0,false,0,0
1,11,10011.0,1001.0,true,11,-1
2,11,10000.0,0.0,false,0,10
3,11,10000.0,1001.0,false,0,-1
1,12,10012.0,1001.0,true,12,-2
2,12,10000.0,0.0,false,0,10
3,12,10000.0,1001.0,false,0,-2
1,1,10001.0,1001.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1001.0,false,0,9
1,2,10002.0,1001.0,true,2,8
2,2,10000.0,0.0,false,0,10
3,2,10000.0,1001.0,false,0,8
1,3,10003.0,1001.0,true,3,7
2,3,10000.0,0.0,false,0,10
3,3,10000.0,1001.0,false,0,7
1,4,10004.0,1001.0,true,4,6
2,4,10000.0,0.0,false,0,10
3,4,10000.0,1001.0,false,0,6
1,5,10005.0,1001.0,true,5,5
2,5,10000.0,0.0,false,0,10
3,5,10000.0,1001.0,false,0,5
1,6,10006.0,1001.0,true,6,4
2,6,10000.0,0.0,false,0,10
3,6,10000.0,1001.0,false,0,4
1,1,10001.0,1001.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1001.0,false,0,9
1,2,10002.0,1001.0,true,2,8
2,2,10000.0,0.0,false,0,10
3,2,10000.0,1001.0,false,0,8
1,3,10003.0,1001.0,true,3,7
2,3,10000.0,0.0,false,0,10
3,3,10000.0,1001.0,false,0,7
1,4,10004.0,1001.0,true,4,6
2,4,10000.0,0.0,false,0,10
3,4,10000.0,1001.0,false,0,6
1,5,10005.0,1001.0,true,5,5
2,5,10000.0,0.0,false,0,10
3,5,10000.0,1001.0,false,0,5
1,6,10006.0,1001.0,true,6,4
2,6,10000.0,0.0,false,0,10
3,6,10000.0,1001.0,false,0,4
1,1,10001.0,1001.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1001.0,false,0,9
1,2,10002.0,1001.0,true,2,8
2,2,10000.0,0.0,false,0,10
3,2,10000.0,1001.0,false,0,8
1,3,10003.0,1001.0,true,3,7
2,3,10000.0,0.0,false,0,10
3,3,10000.0,1001.0,false,0,7
1,4,10004.0,1001.0,true,4,6
2,4,10000.0,0.0,false,0,10
3,4,10000.0,1001.0,false,0,6
1,5,10005.0,1001.0,true,5,5
2,5,10000.0,0.0,false,0,10
3,5,10000.0,1001.0,false,0,5
1,6,10006.0,1001.0,true,6,4
2,6,10000.0,0.0,false,0,10
3,6,10000.0,1001.0,false,0,4
1,7,10007.0,1001.0,true,7,3
2,7,10000.0,0.0,false,0,10
3,7,10000.0,1001.0,false,0,3
1,8,10008.0,1001.0,true,8,2
2,8,10000.0,0.0,false,0,10
3,8,10000.0,1001.0,false,0,2
1,9,10009.0,1001.0,true,9,1
2,9,10000.0,0.0,false,0,10
3,9,10000.0,1001.0,false,0,1
1,10,10010.0,1001.0,true,10,0
2,10,10000.0,0.0,false,0,10
3,10,10000.0,1001.0,false,0,0
1,11,10011.0,1001.0,true,11,-1
2,11,10000.0,0.0,false,0,10
3,11,10000.0,1001.0,false,0,-1
1,1,10001.0,1001.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1001.0,false,0,9
1,2,10002.0,1001.0,true,2,8
2,2,10000.0,0.0,false,0,10
3,2,10000.0,1001.0,false,0,8
1,3,10003.0,1001.0,true,3,7
2,3,10000.0,0.0,false,0,10
3,3,10000.0,1001.0,false,0,7
1,4,10004.0,1001.0,true,4,6
2,4,10000.0,0.0,false,0,10
3,4,10000.0,1001.0,false,0,6
1,5,10005.0,1001.0,true,5,5
2,5,10000.0,0.0,false,0,10
3,5,10000.0,1001.0,false,0,5
1,6,10006.0,1001.0,true,6,4
2,6,10000.0,0.0,false,0,10
3,6,10000.0,1001.0,false,0,4
1,7,10007.0,1001.0,true,7,3
2,7,10000.0,0.0,false,0,10
3,7,10000.0,1001.0,false,0,3
1,8,10008.0,1001.0,true,8,2
2,8,10000.0,0.0,false,0,10
3,8,10000.0,1001.0,false,0,2
1,9,10009.0,1001.0,true,9,1
2,9,10000.0,0.0,false,0,10
3,9,10000.0,1001.0,false,0,1
1,10,10010.0,1001.0,true,10,0
2,10,10000.0,0.0,false,0,10
3,10,10000.0,1001.0,false,0,0
1,11,10011.0,1001.0,true,11,-1
2,11,10000.0,0.0,false,0,10
3,11,10000.0,1001.0,false,0,-1
1,12,10012.0,1001.0,true,12,-2
2,12,10000.0,0.0,false,0,10
3,12,10000.0,1001.0,false,0,-2
1,13,10013.0,1001.0,true,13,-3
2,13,10000.0,0.0,false,0,10
3,13,10000.0,1001.0,false,0,-3
1,14,10014.0,1001.0,true,14,-4
2,14,10000.0,0.0,false,0,10
3,14,10000.0,1001.0,false,0,-4
1,15,10015.0,1001.0,true,15,-5
2,15,10000.0,0.0,false,0,10
3,15,10000.0,1001.0,false,0,-5
1,1,10001.0,1001.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1001.0,false,0,9
1,2,10002.0,1001.0,true,2,8
2,2,10000.0,0.0,false,0,10
3,2,10000.0,1001.0,false,0,8
1,3,10003.0,1001.0,true,3,7
2,3,10000.0,0.0,false,0,10
3,3,10000.0,1001.0,false,0,7
1,4,10004.0,1001.0,true,4,6
2,4,10000.0,0.0,false,0,10
3,4,10000.0,1001.0,false,0,6
1,5,10005.0,1001.0,true,5,5
2,5,10000.0,0.0,false,0,10
3,5,10000.0,1001.0,false,0,5
1,6,10006.0,1001.0,true,6,4
2,6,10000.0,0.0,false,0,10
3,6,10000.0,1001.0,false,0,4
1,7,10007.0,1001.0,true,7,3
2,7,10000.0,0.0,false,0,10
3,7,10000.0,1001.0,false,0,3
1,1,10001.0,1001.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1001.0,false,0,9
1,2,10001.0,1001.0,false,1,8
2,2,10000.0,0.0,false,0,10
3,2,10001.0,1001.0,true,1,8
1,3,10002.0,1001.0,true,2,7
2,3,10000.0,0.0,false,0,10
3,3,10001.0,1001.0,false,1,7
1,4,10002.0,1001.0,false,2,6
2,4,10000.0,0.0,false,0,10
3,4,10002.0,1001.0,true,2,6
1,5,10002.0,1001.0,false,2,5
2,5,10000.0,0.0,false,0,10
3,5,10003.0,1001.0,true,3,5
1,6,10003.0,1001.0,true,3,4
2,6,10000.0,0.0,false,0,10
3,6,10003.0,1001.0,false,3,4
1,7,10003.0,1001.0,false,3,3
2,7,10000.0,0.0,false,0,10
3,7,10004.0,1001.0,true,4,3
1,8,10003.0,1001.0,false,3,2
2,8,10000.0,0.0,false,0,10
3,8,10005.0,1001.0,true,5,2
1,9,10004.0,1001.0,true,4,1
2,9,10000.0,0.0,false,0,10
3,9,10005.0,1001.0,false,5,1
1,10,10005.0,1001.0,true,5,0
2,10,10000.0,0.0,false,0,10
3,10,10005.0,1001.0,false,5,0
1,11,10005.0,1001.0,false,5,-1
2,11,10000.0,0.0,false,0,10
3,11,10006.0,1001.0,true,6,-1
1,12,10005.0,1001.0,false,5,-2
2,12,10000.0,0.0,false,0,10
3,12,10007.0,1001.0,true,7,-2
1,13,10006.0,1001.0,true,6,-3
2,13,10000.0,0.0,false,0,10
3,13,10007.0,1001.0,false,7,-3
1,14,10007.0,1001.0,true,7,-4
2,14,10000.0,0.0,false,0,10
3,14,10007.0,1001.0,false,7,-4
1,15,10007.0,1001.0,false,7,-5
2,15,10000.0,0.0,false,0,10
3,15,10008.0,1001.0,true,8,-5
1,1,10000.0,1001.0,false,0,9
2,1,10000.0,0.0,false,0,10
3,1,10001.0,1001.0,true,1,9
1,2,10000.0,1001.0,false,0,8
2,2,10000.0,0.0,false,0,10
3,2,10002.0,1001.0,true,2,8
1,3,10000.0,1001.0,false,0,7
2,3,10000.0,0.0,false,0,10
3,3,10003.0,1001.0,true,3,7
1,4,10001.0,1001.0,true,1,6
2,4,10000.0,0.0,false,0,10
3,4,10003.0,1001.0,false,3,6
1,5,10002.0,1001.0,true,2,5
2,5,10000.0,0.0,false,0,10
3,5,10003.0,1001.0,false,3,5
1,6,10002.0,1001.0,false,2,4
2,6,10000.0,0.0,false,0,10
3,6,10004.0,1001.0,true,4,4
1,7,10003.0,1001.0,true,3,3
2,7,10000.0,0.0,false,0,10
3,7,10004.0,1001.0,false,4,3
1,8,10003.0,1001.0,false,3,2
2,8,10000.0,0.0,false,0,10
3,8,10005.0,1001.0,true,5,2
1,9,10004.0,1001.0,true,4,1
2,9,10000.0,0.0,false,0,10
3,9,10005.0,1001.0,false,5,1
1,1,10001.0,1001.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1001.0,false,0,9
1,2,10001.0,1001.0,false,1,8
2,2,10000.0,0.0,false,0,10
3,2,10001.0,1001.0,true,1,8
1,3,10001.0,1001.0,false,1,7
2,3,10000.0,0.0,false,0,10
3,3,10002.0,1001.0,true,2,7
1,4,10001.0,1001.0,false,1,6
2,4,10000.0,0.0,false,0,10
3,4,10003.0,1001.0,true,3,6
1,5,10002.0,1001.0,true,2,5
2,5,10000.0,0.0,false,0,10
3,5,10003.0,1001.0,false,3,5
1,6,10003.0,1001.0,true,3,4
2,6,10000.0,0.0,false,0,10
3,6,10003.0,1001.0,false,3,4
1,7,10004.0,1001.0,true,4,3
2,7,10000.0,0.0,false,0,10
3,7,10003.0,1001.0,false,3,3
1,8,10005.0,1001.0,true,5,2
2,8,10000.0,0.0,false,0,10
3,8,10003.0,1001.0,false,3,2
1,9,10006.0,1001.0,true,6,1
2,9,10000.0,0.0,false,0,10
3,9,10003.0,1001.0,false,3,1
1,10,10007.0,1001.0,true,7,0
2,10,10000.0,0.0,false,0,10
3,10,10003.0,1001.0,false,3,0
1,11,10008.0,1001.0,true,8,-1
2,11,10000.0,0.0,false,0,10
3,11,10003.0,1001.0,false,3,-1
1,12,10008.0,1001.0,false,8,-2
2,12,10000.0,0.0,false,0,10
3,12,10004.0,1001.0,true,4,-2
1,1,10010.0,1010.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1900.0,false,0,9
1,2,10020.0,1010.0,true,2,8
2,2,10000.0,0.0,false,0,10
3,2,10000.0,1900.0,false,0,8
1,3,10030.0,1010.0,true,3,7
2,3,10000.0,0.0,false,0,10
3,3,10000.0,1900.0,false,0,7
1,4,10040.0,1010.0,true,4,6
2,4,10000.0,0.0,false,0,10
3,4,10000.0,1900.0,false,0,6
1,5,10050.0,1010.0,true,5,5
2,5,10000.0,0.0,false,0,10
3,5,10000.0,1900.0,false,0,5
1,6,10060.0,1010.0,true,6,4
2,6,10000.0,0.0,false,0,10
3,6,10000.0,1900.0,false,0,4
1,7,10070.0,1010.0,true,7,3
2,7,10000.0,0.0,false,0,10
3,7,10000.0,1900.0,false,0,3
1,8,10080.0,1010.0,true,8,2
2,8,10000.0,0.0,false,0,10
3,8,10000.0,1900.0,false,0,2
1,9,10090.0,1010.0,true,9,1
2,9,10000.0,0.0,false,0,10
3,9,10000.0,1900.0,false,0,1
1,10,10100.0,1010.0,true,10,0
2,10,10000.0,0.0,false,0,10
3,10,10000.0,1900.0,false,0,0
1,11,10110.0,1010.0,true,11,-1
2,11,10000.0,0.0,false,0,10
3,11,10000.0,1900.0,false,0,-1
1,1,10100.0,1100.0,true,1,9
2,1,10000.0,0.0,false,0,10
3,1,10000.0,1900.0,false,0,9
1,2,10200.0,1100.0,true,2,8
2,2,10000.0,0.0,false,0,10
3,2,10000.0,1900.0,false,0,8
1,3,10433.0,1233.0,true,3,7
2,3,10000.0,0.0,false,0,10
3,3,10000.0,1900.0,false,0,7
1,4,10433.0,1555.0,false,3,6
2,4,10000.0,0.0,false,0,10
3,4,10900.0,1900.0,true,1,6
1,5,11099.0,1666.0,true,4,5
2,5,10000.0,0.0,false,0,10
3,5,10900.0,1900.0,false,1,5
1,6,11332.0,1233.0,true,5,4
2,6,10000.0,0.0,false,0,10
3,6,10900.0,1900.0,false,1,4
1,7,11332.0,0.0,false,5,4
2,7,10000.0,0.0,false,0,10
3,7,11800.0,1900.0,true,2,3
1,8,11332.0,0.0,false,5,4
2,8,10000.0,0.0,false,0,10
3,8,11800.0,0.0,false,2,3
1,9,11332.0,1000.0,true,6,3
2,9,10000.0,1000.0,false,0,9
3,9,11800.0,1000.0,false,2,2
1,10,11332.0,1000.0,false,6,2
2,10,10000.0,1000.0,true,1,8
3,10,11800.0,1000.0,false,2,1
1,11,11332.0,1000.0,true,7,1
2,11,10000.0,1000.0,false,1,7
3,11,11800.0,1000.0,false,2,0
1,12,11332.0,1000.0,false,7,0
2,12,10000.0,1000.0,false,1,6
3,12,11800.0,1000.0,true,3,-1
1,13,11332.0,1000.0,false,7,-1
2,13,10000.0,1000.0,false,1,5
3,13,11800.0,1000.0,true,4,-2
1,14,11332.0,1000.0,false,7,-2
2,14,10000.0,1000.0,false,1,4
3,14,11800.0,1000.0,true,5,-3
1,15,11332.0,1000.0,true,8,-3
2,15,10000.0,1000.0,false,1,3
3,15,11800.0,1000.0,false,5,-4
1,16,11332.0,1000.0,false,8,-4
2,16,10000.0,1000.0,true,2,2
3,16,11800.0,1000.0,false,5,-5
1,17,11332.0,1000.0,false,8,-5
2,17,10000.0,1000.0,true,3,1
3,17,11800.0,1000.0,false,5,-6
1,1,10000.0,1000.0,false,0,9
2,1,10000.0,1000.0,false,0,9
3,1,10000.0,1000.0,true,1,9
1,2,10000.0,1000.0,true,1,8
2,2,10000.0,1000.0,false,0,8
3,2,10000.0,1000.0,false,1,8
1,3,10000.0,1000.0,true,2,7
2,3,10000.0,1000.0,false,0,7
3,3,10000.0,1000.0,false,1,7
1,4,10000.0,1000.0,false,2,6
2,4,10000.0,1000.0,false,0,6
3,4,10000.0,1000.0,true,2,6
1,5,10000.0,1000.0,false,2,5
2,5,10000.0,1000.0,true,1,5
3,5,10000.0,1000.0,false,2,5
1,6,10000.0,1000.0,false,2,4
2,6,10000.0,1000.0,false,1,4
3,6,10000.0,1000.0,true,3,4
1,7,10000.0,1000.0,true,3,3
2,7,10000.0,1000.0,false,1,3
3,7,10000.0,1000.0,false,3,3
1,8,10000.0,1000.0,true,4,2
2,8,10000.0,1000.0,false,1,2
3,8,10000.0,1000.0,false,3,2
1,1,10000.0,1000.0,false,0,9
2,1,10000.0,1000.0,false,0,9
3,1,10000.0,1000.0,true,1,9
1,2,10000.0,1000.0,false,0,8
2,2,10000.0,1000.0,false,0,8
3,2,10000.0,1000.0,true,2,8
1,3,10000.0,1000.0,false,0,7
2,3,10000.0,1000.0,true,1,7
3,3,10000.0,1000.0,false,2,7
1,4,10000.0,1000.0,false,0,6
2,4,10000.0,1000.0,false,1,6
3,4,10000.0,1000.0,true,3,6
1,5,10000.0,1000.0,false,0,5
2,5,10000.0,1000.0,true,2,5
3,5,10000.0,1000.0,false,3,5
1,6,10000.0,1000.0,true,1,4
2,6,10000.0,1000.0,false,2,4
3,6,10000.0,1000.0,false,3,4
1,7,10000.0,1000.0,false,1,3
2,7,10000.0,1000.0,true,3,3
3,7,10000.0,1000.0,false,3,3
1,8,10000.0,1000.0,false,1,2
2,8,10000.0,1000.0,false,3,2
3,8,10000.0,1000.0,true,4,2
1,9,10000.0,1000.0,true,2,1
2,9,10000.0,1000.0,false,3,1
3,9,10000.0,1000.0,false,4,1
1,10,10000.0,1000.0,false,2,0
2,10,10000.0,1000.0,true,4,0
3,10,10000.0,1000.0,false,4,0
1,11,10000.0,1000.0,false,2,-1
2,11,10000.0,1000.0,false,4,-1
3,11,10000.0,1000.0,true,5,-1
1,12,10000.0,1000.0,false,2,-2
2,12,10000.0,1000.0,false,4,-2
3,12,10000.0,1000.0,true,6,-2
1,13,10000.0,1000.0,true,3,-3
2,13,10000.0,1000.0,false,4,-3
3,13,10000.0,1000.0,false,6,-3
1,14,10000.0,1000.0,true,4,-4
2,14,10000.0,1000.0,false,4,-4
3,14,10000.0,1000.0,false,6,-4
1,15,10000.0,1000.0,false,4,-5
2,15,10000.0,1000.0,false,4,-5
3,15,10000.0,1000.0,true,7,-5
